ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sodium,SaturatedFat,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
23048,"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",162,26.61,5.32,0,53,2.063,74,0,5,2.49,386,0,0.19,
23049,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",150,21.24,6.59,0,63,2.301,61,0,5,2.34,338,0,0.08,
23050,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED",191,27.22,8.3,0,57,2.954,78,0,5,2.92,361,0,0.1,
23051,"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",129,22.15,3.83,0,62,1.4,61,0,5,2.91,360,0,0.07,
23052,"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",166,28.01,5.17,0,60,1.716,75,0,5,3.12,368,0,0.1,
23053,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",144,20.54,6.22,0,58,2.088,57,0,5,1.95,327,0,0.09,
23054,"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",177,26.22,7.2,0,59,2.833,78,0,5,2.59,356,0,0.17,
23055,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",129,21.69,4,0,61,1.578,61,0,5,2.22,381,0,0.17,
23056,"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",168,29.08,4.84,0,54,1.901,80,0,5,2.77,365,0,0.2,
23057,"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",141,20.67,5.88,0,60,1.985,57,0,4,2.31,355,0,0.18,
23058,"BEEF,CHCK,CLOD,SHLDR TOP&CNTR STKS,LN & FT,0"",ALL GRDS,GRLD",182,26.3,7.66,0,60,2.765,76,0,5,2.79,361,0,0.18,
23059,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",176,18.99,10.52,0,74,3.945,66,0,6,2.36,309,0,0.17,
23060,"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",222,24.93,12.79,0,77,5.095,83,0,6,2.88,322,0,0.14,
23061,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",143,20.93,5.89,0,54,2.163,59,0,5,1.96,363,0,0.21,
23062,"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",177,27.12,6.78,0,52,2.527,77,0,5,2.51,377,0,0.2,
23063,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",142,21.59,5.53,0,62,2,61,0,5,2.53,345,0,0.08,
23064,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",182,27.52,7.1,0,58,2.541,77,0,5,2.99,363,0,0.1,
23065,"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",172,26.45,6.43,0,58,1.7,80,0,5,2.6,348,0,0.17,
23066,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",175,19.38,10.7,0.29,81,4.691,73,0,11,2.53,313,0,0.17,0.1
23067,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,RAW",161,20.14,8.99,0,93,4.156,80,0,12,2.34,303,0,0.16,0.1
23068,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW",169,19.68,10.02,0.05,85,4.477,76,0,12,2.45,307,0,0.17,0.1
23069,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD",234,30.95,12.22,0,69,5.447,100,0,17,2.97,279,0,0.12,0.2
23070,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",221,32.1,10.24,0,70,5.002,99,0,16,2.86,292,0,0.05,0.1
23071,"BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0"" FAT,ALL GRDS, CKD, BRSD",228,31.41,11.43,0,69,5.269,99,0,17,2.93,286,0,0.1,0.1
23072,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",152,20.87,7.67,0,81,3.419,70,0,15,2.31,330,0,0.2,0.1
23073,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",137,21.1,5.89,0,82,2.686,71,0,15,2.08,293,0,0.12,0.1
23074,"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0"" FAT,ALL GRDS, RAW",146,20.96,6.95,0,82,3.126,70,0,15,2.24,317,0,0.17,0.1
23075,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",215,27.97,11.47,0,75,4.895,86,0,16,2.88,391,0,0.11,0.1
23076,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",199,27.88,9.77,0,74,5.004,91,0,19,2.81,356,0,0.1,0.1
23077,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",209,27.94,10.79,0,75,4.938,88,0,17,2.87,380,0,0.11,0.1
23078,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",160,21.31,8.29,0,70,3.605,66,0,15,2.27,371,0,0.17,0.1
23079,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",143,21.28,6.47,0,73,2.759,69,0,15,2.33,388,0,0.15,0.1
23080,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",153,21.29,7.56,0,70,3.267,67,0,15,2.28,371,0,0.17,0.1
23081,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",200,31.32,8.3,0,60,2.835,97,0,13,3.76,358,0,0.13,0.1
23082,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",190,31.71,7.02,0,63,2.239,99,0,13,3.36,360,0,0.08,0.1
23083,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",196,31.48,7.78,0,61,2.596,98,0,13,3.6,359,0,0.11,0.1
23084,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",197,33.55,6.94,0,67,2.708,113,0,15,3.53,315,0,0.11,0.1
23085,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",181,32.96,5.44,0,70,2.238,117,0,15,3.32,298,0,0.1,0.1
23086,"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",190,33.31,6.34,0,68,2.52,115,0,15,3.42,309,0,0.11,0.1
23087,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",127,21.36,4.6,0,83,1.884,67,0,11,2.51,349,0,0.19,0.1
23088,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,RAW",117,21.22,3.53,0,76,1.684,68,0,11,2.26,344,0,0.2,0.1
23089,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123,21.3,4.17,0,81,1.804,67,0,11,2.44,346,0,0.2,0.1
23090,"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD",191,32.41,6.82,0,67,2.894,99,0,16,2.96,319,0,0.11,0.1
23091,"BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD",186,32.29,6.34,0,68,2.514,102,0,15,2.84,320,0,0.07,0.1
23092,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",194,32.49,7.14,0,65,3.147,96,0,17,3.06,315,0,0.13,0.1
23093,"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",128,21.75,4.48,0.16,80,1.941,64,0,13,2.12,367,0,0.17,0.1
23094,"BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW",124,21.9,3.99,0.21,81,1.748,66,0,14,2.2,359,0,0.15,0.1
23095,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",130,21.64,4.81,0.12,79,2.07,63,0,13,2.09,373,0,0.18,0.1
23096,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",222,30.91,10.91,0,65,4.253,106,0,14,3.25,312,0,0.1,0.2
23097,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",215,32.01,9.66,0,66,3.567,108,0,14,3.15,303,0,0.06,0.1
23098,"BEEF,CHUCK,UND BL STEAK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",219,31.35,10.41,0,65,3.981,107,0,14,3.21,308,0,0.09,0.1
23099,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR",291,26.7,20.49,0,62,8.261,99,0,14,2.68,262,0,0.08,0.1
23100,"BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",207,27.97,10.57,0,59,4.2,79,0,7,2.53,296,0,0.1,0.1
23101,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",240,27.18,14.55,0,68,5.606,83,0,11,2.37,296,0,0.12,0.1
23102,"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw",196,19.17,13.26,0,76,5.726,66,0,12,2.19,336,0,0.16,0.1
23103,"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW",202,19.15,13.93,0,76,5.896,66,0,12,2.13,329,0,0.16,0.1
23104,"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW",187,19.2,12.27,0,77,5.473,66,0,12,2.27,347,0,0.17,0.1
23105,"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD",227,26.18,13.54,0.21,73,5.692,93,0,13,3.26,310,0,0.08,0.1
23106,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD",236,26.1,14.41,0.4,73,5.963,89,0,12,3.27,313,0,0.09,0.1
23107,"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD",215,26.3,12.25,0,73,5.285,98,0,16,3.31,301,0,0.07,0.1
23108,"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW",182,18.99,11.64,0.36,76,4.831,69,0,11,2.38,315,0,0.14,0.1
23109,"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW",189,18.85,12.4,0.53,75,5.137,70,0,11,2.37,312,0,0.15,0.1
23110,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW",172,19.2,10.5,0.09,76,4.37,68,0,11,2.38,320,0,0.12,0.1
23111,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",133,21.17,5.33,0.07,74,2.124,64,0,12,2.66,403,0,0.19,0
23112,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",127,21.72,4.44,0,70,1.897,68,0,12,2.56,383,0,0.16,0
23113,"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD",236,24.63,15.29,0,76,6.354,83,0,18,2.22,308,0,0.11,0.1
23114,"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",CH,CKD,RSTD",241,24.47,15.87,0,75,6.462,84,0,18,2.28,307,0,0.13,0.1
23115,"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD",229,24.86,14.41,0,76,6.192,81,0,19,2.16,312,0,0.07,0.1
23116,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS",275,28.23,18,0,65,7.256,96,0,14,2.8,273,0,0.08,0.1
23117,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",284,27.6,19.3,0,64,7.666,98,0,14,2.82,275,0,0.09,0.2
23118,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",261,29.18,16.05,0,66,6.629,94,0,14,2.76,270,0,0.05,0.1
23119,"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",220,32.07,10.18,0,67,3.638,113,0,14,3.29,298,0,0.11,0.1
23120,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",225,32.21,10.74,0,66,3.888,112,0,15,3.38,303,0,0.11,0.1
23121,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",211,31.86,9.34,0,69,3.263,115,0,15,3.21,288,0,0.1,0.1
23122,"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",128,21.13,4.79,0,80,2.059,67,0,11,2.43,343,0,0.2,0.1
23123,"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",131,21.19,5.18,0,82,2.114,67,0,11,2.5,347,0,0.19,0.1
23124,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",122,21.05,4.2,0,76,1.976,68,0,11,2.25,341,0,0.2,0.1
23125,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",305,25.48,22.58,0,70,10.04,100,0,14,2.7,239,0,0.08,0.1
23126,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",317,25.26,24.05,0,70,10.638,98,0,14,2.67,228,0,0.09,0.2
23127,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",287,25.81,20.38,0,71,9.144,104,0,14,2.76,269,0,0.06,0.1
23128,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",235,17.48,18.33,0,78,7.979,75,0,12,2.24,277,0,0.15,0.1
23129,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",240,17.22,19.03,0,75,8.141,73,0,11,2.3,282,0,0.16,0.1
23130,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW",227,17.87,17.28,0,85,7.738,78,0,12,2.15,273,0,0.14,0.1
23131,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204,31.03,8.92,0,61,3.112,98,0,13,3.53,352,0,0.11,0.1
23132,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207,30.93,9.25,0,60,3.264,98,0,13,3.7,353,0,0.13,0.1
23133,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200,31.18,8.41,0,62,2.884,98,0,13,3.29,352,0,0.08,0.1
23134,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",296,27.69,20.55,0,65,9.009,96,0,16,2.49,247,0,0.09,0.1
23135,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",303,27.16,21.56,0,65,9.268,96,0,16,2.51,241,0,0.11,0.2
23136,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285,28.47,19.03,0,66,8.621,95,0,15,2.46,255,0,0.05,0.1
23137,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",205,18.97,14.32,0,77,6.154,70,0,14,2.1,291,0,0.16,0.1
23138,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",210,18.87,14.99,0,76,6.387,70,0,15,2.16,302,0,0.18,0.1
23139,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",196,19.1,13.33,0,77,5.805,71,0,14,1.97,271,0,0.12,0.1
23140,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",277,24.98,19.64,0,71,8.66,87,0,16,2.45,325,0,0.1,0.1
23141,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283,24.95,20.35,0,71,8.677,86,0,15,2.46,333,0,0.1,0.1
23142,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",267,25.03,18.57,0,70,8.633,89,0,17,2.42,307,0,0.09,0.1
23143,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",223,18.86,16.35,0,66,6.963,68,0,14,2.1,329,0,0.15,0.1
23144,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",227,18.86,16.85,0,66,7.176,68,0,14,2.1,330,0,0.15,0.1
23145,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",216,18.86,15.6,0,68,6.644,68,0,14,2.14,342,0,0.14,0.1
23146,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN,1/8"" FT,ALL GRDS,CKD,RSTD",231,27.12,13.64,0,69,5.258,80,0,11,2.36,295,0,0.1,0.1
23147,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219,27.03,12.29,0,70,4.736,77,0,11,2.35,295,0,0.07,0.1
23148,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD",217,27.3,11.97,0,60,4.645,80,0,8,2.65,282,0,0.12,0.1
23149,"BEEF,RIB EYE STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLED",192,28.98,8.48,0,59,3.534,77,0,6,2.34,318,0,0.07,0.1
23150,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",166,21.22,9.04,0,64,3.544,64,0,9,1.96,275,0,0.15,0.1
23151,"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",173,20.93,9.97,0,65,3.88,65,0,9,1.95,270,0,0.16,0.1
23152,"BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,RAW",155,21.65,7.64,0,63,3.039,62,0,10,1.99,281,0,0.14,0.1
23153,"BEEF,RIB EYE STK/RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",156,21.99,7.54,0,56,2.759,66,0,6,1.94,276,0,0.15,0.1
23154,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",161,21.62,8.29,0,56,3.057,63,0,7,2.04,262,0,0.18,0.1
23155,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",148,22.55,6.41,0,55,2.313,70,0,5,1.8,297,0,0.1,0.1
23156,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",221,27.4,12.43,0,67,4.794,80,0,22,2.62,279,0,0.08,0.1
23157,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD",229,27.03,13.44,0,67,4.897,82,0,22,2.61,276,0,0.1,0.1
23158,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",210,27.96,10.91,0,67,4.639,78,0,22,2.63,284,0,0.06,0.1
23159,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",218,28.21,11.68,0,56,4.535,80,0,8,2.13,326,0,0.1,0.1
23160,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",229,27.87,13.01,0,54,5.187,81,0,8,2.2,319,0,0.12,0.1
23161,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",202,28.72,9.68,0,59,3.556,79,0,8,2.02,335,0,0.08,0.1
23162,"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",234,29.99,12.69,0,63,4.315,92,0,7,2.47,303,0,0.09,0.1
23163,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",164,21.17,8.82,0,66,3.233,64,0,6,1.75,272,0,0.14,0.1
23164,"BEEF,PLATE STK,BNLES,INSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",242,29.56,13.72,0,64,4.76,93,0,7,2.51,298,0,0.11,0.1
23165,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",171,20.89,9.76,0,67,3.546,64,0,6,1.74,264,0,0.17,0.1
23166,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRILD",223,30.64,11.16,0,62,3.647,91,0,7,2.36,312,0,0.07,0.1
23167,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW",153,21.61,7.41,0,66,2.765,63,0,6,1.76,292,0,0.1,0.1
23168,"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",282,27.68,19.01,0,71,6.674,102,0,7,5.21,284,0,0.09,0.1
23169,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",206,18.74,14.53,0.19,67,5.618,69,0,5,3.6,253,0,0.14,0.1
23170,"BEEF,PLATE STEAK,BNLS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",291,27.03,20.28,0,71,7.035,105,0,7,5.06,286,0,0.09,0.1
23171,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",212,18.47,15.26,0.17,68,5.798,70,0,5,3.53,251,0,0.16,0.1
23172,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD",268,28.65,17.1,0,70,6.132,99,0,8,5.46,284,0,0.07,0.1
23173,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,RAW",198,19.14,13.44,0.23,65,5.349,69,0,6,3.8,260,0,0.12,0.1
23174,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,CKD,GRI",206,28.11,10.37,0,59,4.2,79,0,7,2.53,296,0,0.1,0.1
23175,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW",154,21.85,7.41,0,56,2.759,66,0,6,1.94,276,0,0.15,0.1
23176,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRILLE",215,27.39,11.75,0,60,4.645,80,0,8,2.65,282,0,0.12,0.1
23177,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",162,21.44,8.5,0,56,3.057,63,0,7,2.04,262,0,0.18,0.1
23178,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,CKD,GRILLED",191,29.18,8.31,0,59,3.534,77,0,6,2.34,318,0,0.07,0.1
23179,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW",142,22.46,5.78,0,55,2.313,70,0,5,1.8,297,0,0.1,0.1
23180,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD",299,28.36,20.57,0,68,8.103,90,0,22,2.66,284,0,,0.1
23181,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,RAW",239,19.11,17.91,0.46,60,7.055,70,0,9,1.84,258,0,,0.1
23182,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,CKD,BRSD",306,27.75,21.72,0,68,8.763,91,0,22,2.64,280,0,,0.1
23183,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,RAW",252,18.72,19.36,0.64,61,7.812,72,0,8,1.83,254,0,,0.1
23184,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,CKD,BRSD",287,29.28,18.84,0,68,7.091,89,0,22,2.68,289,0,,0.1
23185,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,RAW",221,19.71,15.73,0.2,59,5.92,67,0,9,1.86,264,0,,0.1
23186,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL",313,22.71,24.7,0,60,10.566,83,0,22,2.29,242,0,0.1,0.2
23187,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,SEL,CKD,GRLD",304,23.19,23.47,0,59,10.723,80,0,22,2.29,246,0,0.07,0.2
23188,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL",309,22.9,24.2,0,60,10.629,82,0,22,2.29,243,0,0.09,0.2
23189,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST",307,23.53,23.61,0,62,10.097,83,0,13,2.15,264,0,0.12,0.2
23190,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST",290,23.36,21.85,0,64,9.562,79,0,14,2.13,262,0,0.07,0.2
23191,"BEEF,RIB EYE RST,BNE-IN,LP-ON,LN & FT,1/8"" FT,AL GRD,CKD,RST",300,23.47,22.91,0,63,9.883,82,0,13,2.14,263,0,0.1,0.2
23192,"BEEF,RIB EYE STK/RST,BNE-IN,IP-ON,LN & FT,1/8"" FT,AL GRDS,RW",255,18.13,20.31,0,56,9.097,69,0,10,1.74,233,0,0.15,0.2
23193,"BEEF,RIB EYE STK/RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,CHC,RAW",260,17.92,20.96,0,57,9.265,70,0,10,1.73,231,0,0.15,0.2
